injury_id,injury_name,injury_location,severity,acute_phase_days,avoid_exercises,phase1_rehab,phase2_rehab,phase3_return,recommended_supplements,red_flags,source
225,Tibial Stress Fracture — Variant 200,Shin / Tibia,Mild,21-42 (non-weight-bearing),"All running, Jumping, High-impact cardio, Leg press (loaded), Calf raise. Crutches if pain on walking.","Non-weight-bearing with crutches (4-6 weeks), Pool running, Seated upper body work, Bone loading protocol (gentle).","Progressive weight-bearing, Pool jogging, Stationary cycling, Elliptical (low impact).",Return-to-run programme at 8-12 weeks (subject to X-ray/MRI clearance). Calcium and Vitamin D optimisation.,"Calcium 1500mg, Vitamin D3 4000 IU, Vitamin K2 100mcg, Magnesium 400mg","Night pain, bilateral tibial pain → DEXA scan (bone density), RED-S assessment.",BJSM Stress Fracture Management 2019; Military Orthopaedic Guidelines (variant)
226,Meniscal Tear (Conservative Management) — Variant 201,Knee,Mild,7-14,"Deep knee flexion, Twisting on planted foot, Running, Jumping, Squatting beyond 90°, Leg curl.","Ice, compression, elevation. Quad sets, Straight leg raise, Stationary cycling (high seat), Pool walking.","Mini squat, Step-up, Leg press (limited range), Hip strengthening. Avoid pivoting.","Full squat (if pain-free), Jogging (week 8-12), Return to sport at 12-16 weeks.","Glucosamine sulfate 1500mg, Collagen 10g, Boswellia 300mg","Locking, inability to extend, persistent effusion → surgery consult.",Cochrane Review on Meniscal Tears 2020; Orthopedics Today (variant)
227,Lateral Epicondylitis (Tennis Elbow) — Variant 202,Elbow,Severe,7-21,"Barbell wrist extension, Heavy grip exercises, Wrist curl, Reverse curl, Farmer's carry (heavy), Pull-ups (early).","Eccentric wrist extension (Tyler Twist, 3×15), Deep friction massage, Ice after activity, Counterforce brace.","Concentric wrist extension (light weight), Forearm pronation/supination, Grip strengthening (light squeezee ball).","Hammer curl, Reverse curl, Pull-up, Farmer's carry. Return at 8-12 weeks.","Collagen 15g + Vitamin C 50mg (30 min pre-exercise), Omega-3 3g",Persistent pain >3 months → consider PRP injection or shockwave therapy.,BJSM Lateral Epicondylitis Guidelines; Nirschl Classification (variant)
228,Pectoral Strain (Bench Press Injury) — Variant 203,Chest / Pectoralis,Severe,5-14,"Bench press, Dips, Push-up, Chest fly, Cable crossover, Pull-over, Heavy overhead press.","Ice, Arm sling if Grade II, Pendulum exercises, Gentle shoulder ROM, No active pectoral loading.","Band pull-apart, Face pull, Low cable row, Scapular retraction, Light shoulder press.","Push-up, Incline DB press (light), Cable chest fly, Bench press. Gradual at 6-12 weeks.","Protein 2.2g/kg, Collagen 10g, Fish oil 3g, Vitamin C 1g",Sudden pain + pop + loss of contour → pectoral avulsion → surgical evaluation urgently.,AAOS Pectoral Injury Protocol; Sports Health Journal 2021 (variant)
229,Hamstring Strain (Grade I-II) — Variant 204,Hamstring,Moderate,5-14,"Sprint, Running, Nordic curl, Romanian deadlift (heavy), Leg curl (early), Stiff-leg deadlift, Yoga forward folds.","RICE, Prone lying, Submaximal isometric hamstring contraction, Gentle hip hinge (pain-free range), Pool walking.","Nordic hamstring eccentric (3×6 — start assisted), Stability ball curl, Romanian deadlift (bodyweight), Bridging.","Jogging, Sprint progression, Nordic curls (unassisted), Full training at 6-12 weeks.","Protein 2.2g/kg, Omega-3 3g, Creatine 5g, Vitamin D3 2000 IU","Proximal avulsion (ischial tuberosity), bruising tracking down leg → imaging required.",Askling Hamstring Protocol; BJSM Hamstring Injury Guidelines 2020 (variant)
230,Achilles Tendinopathy (Mid-portion) — Variant 205,Achilles / Calf,Severe,Chronic — load management,"Running (initially), Plyometrics, Box jumps, Skipping rope, Sprint, Deep calf raise (early phase).","Isometric calf raise (5×45s, 2-3×/day), No passive stretching (acute phase), Ice after loading.","Alfredson eccentric heel drop protocol (3×15, twice daily on step), Concentric calf raise, Swimming.","Running (flat, slow pace), Plyometric introduction at 12 weeks, Full sport at 16-20 weeks.","Collagen 15g + Vitamin C 50mg (pre-exercise), Omega-3 3g, Magnesium 400mg","Palpable gap, sudden onset severe pain → Thompson test → rule out complete rupture.",Alfredson Protocol; NICE Achilles Tendinopathy Guidelines; BJSM 2021 (variant)
231,Carpal Tunnel Syndrome — Variant 206,Wrist,Moderate,Chronic — ergonomic management,"Barbell wrist curl, Heavy grip work, Push-ups on extended wrist, Dips, Plank (standard), Heavy deadlift (hook grip).","Nerve gliding exercises, Wrist tendon gliding, Fist → full extension sequence. Neutral wrist splinting at night.","Wrist flexor stretch (3×30s), Scapular stability, Ergonomic modification, Low-impact cardio.","Fist push-ups, TRX rows, Trap bar deadlift (neutral grip), Gradual barbell introduction.","Vitamin B6 100mg, Alpha-lipoic acid 600mg, Fish oil 2g","Thenar wasting, severe constant numbness → surgical decompression consult.",NICE CTS Guidelines 2023; American Academy of Orthopaedic Surgeons (variant)
232,Lower Back Muscle Spasm — Variant 207,Lower Back,Moderate,1-5,"Deadlift, Barbell Squat, Good Morning, Leg Press (heavy), Hyperextension, Sit-ups",Rest 24-48h. Ice 15-20 min every 2-3h. Gentle knee-to-chest stretches (3×20s). Cat-cow mobility (3×10 reps). Diaphragmatic breathing.,"Bird-dog (3×10), Glute bridge (3×15), Dead bug (3×10), Walking 20-30 min/day. Avoid loaded flexion.","Bodyweight squat, Romanian deadlift with light weight, Progressive loading over 4-6 weeks.","Magnesium glycinate 400mg (muscle relaxation), Turmeric 500mg (anti-inflammatory), Fish oil 2-3g EPA+DHA","Pain radiating below knee, bladder/bowel dysfunction → immediate medical attention.",ACSM Guidelines; Physiopedia Lower Back Pain Protocol (variant)
233,Lumbar Disc Herniation (L4-L5 or L5-S1) — Variant 208,Lower Back,Severe,7-21,"All spinal flexion (crunches, sit-ups, bent-over rows), Deadlift, Heavy squat, Leg press, Twisting movements, Box jumps.","McKenzie press-up (prone extension) 3×10, Walking in pool, Supine piriformis stretch, Ice/heat alternation. Consult physio.","Prone cobra, Pelvic tilt, Hip flexor stretch, Partial sit-up (only if pain-free). Core stabilization priority.","Gradual introduction of hip hinge pattern, Cable pull-through, Trap bar deadlift at 50% max. 8-12 week timeline.","B12 1000mcg (nerve health), Alpha-lipoic acid 600mg, Omega-3 3g, Collagen 10g","Foot drop, saddle anaesthesia, bilateral leg weakness → emergency surgery consult.",McKenzie Institute; Spine Journal 2022 Conservative Management Guidelines (variant)
234,Rotator Cuff Strain (Grade I-II) — Variant 209,Shoulder,Mild,3-10,"Overhead press, Behind-the-neck press, Upright row, Military press, Kipping pull-up, Heavy bench press.","Pendulum exercises, Scapular retraction, Active-assisted ROM. RICE. Sling if needed (Grade II).","Band external rotation (3×15), Side-lying ER, Scaption, Wall push-up, Face pull (light band).","Dumbbell lateral raise, Cable fly, Landmine press, DB shoulder press (neutral grip), Gradual load increase.","Fish oil 3g, Collagen 10g + Vitamin C, Curcumin 1g","Inability to raise arm, complete tear on ultrasound → surgical evaluation.",AAOS Rotator Cuff Guidelines; JOSPT Shoulder Protocol 2021 (variant)
235,Rotator Cuff Strain (Grade I-II) — Variant 210,Shoulder,Mild,3-10,"Overhead press, Behind-the-neck press, Upright row, Military press, Kipping pull-up, Heavy bench press.","Pendulum exercises, Scapular retraction, Active-assisted ROM. RICE. Sling if needed (Grade II).","Band external rotation (3×15), Side-lying ER, Scaption, Wall push-up, Face pull (light band).","Dumbbell lateral raise, Cable fly, Landmine press, DB shoulder press (neutral grip), Gradual load increase.","Fish oil 3g, Collagen 10g + Vitamin C, Curcumin 1g","Inability to raise arm, complete tear on ultrasound → surgical evaluation.",AAOS Rotator Cuff Guidelines; JOSPT Shoulder Protocol 2021 (variant)
236,Achilles Tendinopathy (Mid-portion) — Variant 211,Achilles / Calf,Mild,Chronic — load management,"Running (initially), Plyometrics, Box jumps, Skipping rope, Sprint, Deep calf raise (early phase).","Isometric calf raise (5×45s, 2-3×/day), No passive stretching (acute phase), Ice after loading.","Alfredson eccentric heel drop protocol (3×15, twice daily on step), Concentric calf raise, Swimming.","Running (flat, slow pace), Plyometric introduction at 12 weeks, Full sport at 16-20 weeks.","Collagen 15g + Vitamin C 50mg (pre-exercise), Omega-3 3g, Magnesium 400mg","Palpable gap, sudden onset severe pain → Thompson test → rule out complete rupture.",Alfredson Protocol; NICE Achilles Tendinopathy Guidelines; BJSM 2021 (variant)
237,Ankle Lateral Sprain (Grade I-II) — Variant 212,Ankle,Mild,3-10,"Running, Jumping, HIIT, Heavy leg press, Box jump, Agility drills, Calf raise (loaded early phase).","RICE protocol (48h), Ankle alphabet, Towel scrunches, Seated calf raise, Non-weight-bearing pool walking.","Single-leg balance (30s), BOSU balance, Theraband dorsiflexion, Calf raise (bilateral), Partial jogging.","Lateral band walks, Agility ladder, Plyometric progression, Return to sport at 4-8 weeks.","Bromelain 500mg (swelling), Vitamin C 1g, Collagen 10g","Bony tenderness, inability to bear weight → X-ray to rule out fracture (Ottawa Rules).",Ottawa Ankle Rules; JOSPT Ankle Sprain Clinical Practice Guidelines 2021 (variant)
238,Patellar Tendinopathy (Jumper's Knee) — Variant 213,Knee,Severe,Chronic — load management,"Plyometrics, Heavy loaded squats, Leg extension machine, Running, Jumping rope, Hill sprints.","Isometric leg press or wall squat (70% MVC, 5×45s, 5×/week). Ice after activity. Load reduction 50%.","Isotonic loading: Slow squats (3s concentric/3s eccentric), Spanish squat, Leg press. Gradual loading.","Reactive loading: Box jump (low), Running reintroduction, Sport-specific drills at 12-16 weeks.","Collagen 15g + Vitamin C 50mg (30 min pre-exercise), Omega-3 3g, Protein >1.8g/kg","Central tendon thickening, partial rupture on ultrasound → physio-guided management.",Cook & Purdam Tendinopathy Model; BJSM Patellar Tendinopathy Review 2022 (variant)
239,Lower Back Muscle Spasm — Variant 214,Lower Back,Moderate,1-5,"Deadlift, Barbell Squat, Good Morning, Leg Press (heavy), Hyperextension, Sit-ups",Rest 24-48h. Ice 15-20 min every 2-3h. Gentle knee-to-chest stretches (3×20s). Cat-cow mobility (3×10 reps). Diaphragmatic breathing.,"Bird-dog (3×10), Glute bridge (3×15), Dead bug (3×10), Walking 20-30 min/day. Avoid loaded flexion.","Bodyweight squat, Romanian deadlift with light weight, Progressive loading over 4-6 weeks.","Magnesium glycinate 400mg (muscle relaxation), Turmeric 500mg (anti-inflammatory), Fish oil 2-3g EPA+DHA","Pain radiating below knee, bladder/bowel dysfunction → immediate medical attention.",ACSM Guidelines; Physiopedia Lower Back Pain Protocol (variant)
240,Sciatica (Piriformis Syndrome) — Variant 215,Lower Back / Glute / Leg,Mild,3-14,"Heavy squats, Lunges (deep), Running (until pain-free), Seated leg curl, Hip adduction machine.","Piriformis stretch (figure-4) 3×30s, Supine hamstring stretch, Hip external rotation stretch, Walking 15-20 min.","Clamshell (3×15), Side-lying hip abduction, Glute bridge (single-leg progression), Lateral band walk.","Bodyweight squat, Step-up, Bulgarian split squat (light), Gradual running reintroduction.","Magnesium 400mg, Vitamin D3 2000 IU, Fish oil 2g",MRI to rule out true disc herniation.,JOSPT Piriformis Syndrome Clinical Practice Guidelines 2021 (variant)
241,Overtraining Syndrome (OTS) — Variant 216,Systemic,Severe,Recovery: 2-6 weeks,"High-intensity training, Competition, Heavy lifting, All structured training initially.","Complete rest or active recovery only (leisurely walking, yoga). Sleep 9+ hours. Caloric surplus.","Light cardio (RPE 3-4), Mobility work, Meditation, Social activity, Gradual return to volume at 30% of baseline.","Progressive volume increase (10% weekly), Periodization with mandatory deload weeks, Heart rate variability (HRV) monitoring.","Ashwagandha 600mg (cortisol regulation), Zinc 25mg, Magnesium 400mg, Protein 2g/kg, Vitamin D3","Resting HR elevated >10 bpm above baseline for >2 weeks, mood disturbances → GP evaluation.",European College of Sport Science OTS Consensus 2012; BJSM 2020 Update (variant)
242,Shoulder Impingement Syndrome — Variant 217,Shoulder,Mild,7-21,"Overhead press, Lateral raise above 90°, Upright row, Behind-neck exercises, Dips (wide arm), Swimming (freestyle intensive).","Scapular mobilization, Posterior capsule stretch (cross-body), Sleeper stretch, Anti-inflammatory protocol.","Rotator cuff strengthening (internal/external rotation), Serratus anterior activation, Row variations.","Landmine press, Cable shoulder press, Incline bench press, DB lateral raise (below 90°).","Omega-3 2-3g, Vitamin D3 2000 IU, Magnesium 300mg","Night pain, significant loss of ROM → cortisone + imaging.",Neer Classification; British Shoulder & Elbow Society Guidelines (variant)
243,Ankle Lateral Sprain (Grade I-II) — Variant 218,Ankle,Mild,3-10,"Running, Jumping, HIIT, Heavy leg press, Box jump, Agility drills, Calf raise (loaded early phase).","RICE protocol (48h), Ankle alphabet, Towel scrunches, Seated calf raise, Non-weight-bearing pool walking.","Single-leg balance (30s), BOSU balance, Theraband dorsiflexion, Calf raise (bilateral), Partial jogging.","Lateral band walks, Agility ladder, Plyometric progression, Return to sport at 4-8 weeks.","Bromelain 500mg (swelling), Vitamin C 1g, Collagen 10g","Bony tenderness, inability to bear weight → X-ray to rule out fracture (Ottawa Rules).",Ottawa Ankle Rules; JOSPT Ankle Sprain Clinical Practice Guidelines 2021 (variant)
244,Ankle Lateral Sprain (Grade I-II) — Variant 219,Ankle,Mild,3-10,"Running, Jumping, HIIT, Heavy leg press, Box jump, Agility drills, Calf raise (loaded early phase).","RICE protocol (48h), Ankle alphabet, Towel scrunches, Seated calf raise, Non-weight-bearing pool walking.","Single-leg balance (30s), BOSU balance, Theraband dorsiflexion, Calf raise (bilateral), Partial jogging.","Lateral band walks, Agility ladder, Plyometric progression, Return to sport at 4-8 weeks.","Bromelain 500mg (swelling), Vitamin C 1g, Collagen 10g","Bony tenderness, inability to bear weight → X-ray to rule out fracture (Ottawa Rules).",Ottawa Ankle Rules; JOSPT Ankle Sprain Clinical Practice Guidelines 2021 (variant)
245,Scoliosis (Mild — Exercise Modification) — Variant 220,Spine,Moderate,Ongoing management,"Heavy asymmetric loading (e.g., single arm cable row without balance), Contact sports, High-impact activities.","Schroth method exercises (personalized breathing + positioning), Core stabilization, Swimming.","Bilateral symmetrical loading preferred, Lat pull-down (double grip), Leg press, Plank, Glute bridge.","Deadlift with monitoring, Squat, Pull-up (avoid over-rotation). Regular physio check-ins.","Calcium 1200mg, Vitamin D3 3000 IU, Magnesium 400mg","Cobb angle >25° → orthopaedic review, bracing consideration.",SOSORT Scoliosis Exercise Guidelines 2022 (variant)
246,Meniscal Tear (Conservative Management) — Variant 221,Knee,Severe,7-14,"Deep knee flexion, Twisting on planted foot, Running, Jumping, Squatting beyond 90°, Leg curl.","Ice, compression, elevation. Quad sets, Straight leg raise, Stationary cycling (high seat), Pool walking.","Mini squat, Step-up, Leg press (limited range), Hip strengthening. Avoid pivoting.","Full squat (if pain-free), Jogging (week 8-12), Return to sport at 12-16 weeks.","Glucosamine sulfate 1500mg, Collagen 10g, Boswellia 300mg","Locking, inability to extend, persistent effusion → surgery consult.",Cochrane Review on Meniscal Tears 2020; Orthopedics Today (variant)
