exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
572,Crunch (Cable Machine variation),Upper Abs,Core,Cable Machine,Core,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Cable Machine form' for technique guidance
573,Barbell Back Squat (Barbell variation),Quadriceps,"Glutes, Hamstrings, Core",Barbell,Strength,Advanced,8.4,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Barbell form' for technique guidance
574,Barbell Back Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Advanced,8.7,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Cable Machine form' for technique guidance
575,Pallof Press (Machine variation),Core,Obliques,Machine,Core,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,None,0,0,122,Search: 'Pallof Press Machine form' for technique guidance
576,Dumbbell Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Beginner,3.4,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy",0,0,122,Search: 'Dumbbell Curl Resistance Band form' for technique guidance
577,Rowing Machine (None variation),Back,"Full Body, Cardiovascular",None,Cardio,Advanced,7.9,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,1,298,Search: 'Rowing Machine None form' for technique guidance
578,Hip Abduction Machine (Machine variation),Abductors,Glutes,Machine,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,Hip injury,0,0,122,Search: 'Hip Abduction Machine Machine form' for technique guidance
579,Hip Abduction Machine (Kettlebell variation),Abductors,Glutes,Kettlebell,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,Hip injury,0,0,122,Search: 'Hip Abduction Machine Kettlebell form' for technique guidance
580,Jumping Jack (Barbell variation),Full Body,Cardiovascular,Barbell,Cardio,Beginner,7.5,3,8-12,4,6-10,5,4-8,90,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Barbell form' for technique guidance
581,Mountain Climbers (Kettlebell variation),Core,"Shoulders, Cardiovascular",Kettlebell,HIIT,Advanced,8.6,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Kettlebell form' for technique guidance
582,Cable Lateral Raise (Dumbbells variation),Lateral Delt,Traps,Dumbbells,Strength,Intermediate,3.2,3,8-12,4,6-10,5,4-8,120,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Dumbbells form' for technique guidance
583,Pull-Up (Kettlebell variation),Lats,"Biceps, Rear Delt, Core",Kettlebell,Strength,Intermediate,7.2,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Kettlebell form' for technique guidance
584,Overhead Tricep Extension (Machine variation),Triceps,None,Machine,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Shoulder injury",0,0,122,Search: 'Overhead Tricep Extension Machine form' for technique guidance
585,Stationary Cycling (None variation),Quadriceps,"Glutes, Cardiovascular",None,Cardio,Intermediate,6.5,3,8-12,4,6-10,5,4-8,120,Knee pain (adjust seat height),0,1,210,Search: 'Stationary Cycling None form' for technique guidance
586,Barbell Shrug (Kettlebell variation),Traps,Neck,Kettlebell,Strength,Advanced,4.7,3,8-12,4,6-10,5,4-8,180,"Neck injury, Cervical spondylosis",0,0,158,Search: 'Barbell Shrug Kettlebell form' for technique guidance
587,Standing Calf Raise (Kettlebell variation),Gastrocnemius,Soleus,Kettlebell,Strength,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Kettlebell form' for technique guidance
588,Crunch (Cable Machine variation),Upper Abs,Core,Cable Machine,Core,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Cable Machine form' for technique guidance
589,Incline DB Bench Press (Machine variation),Upper Chest,"Front Deltoid, Triceps",Machine,Strength,Intermediate,7.6,3,8-12,4,6-10,5,4-8,120,"Shoulder pain, Rotator cuff",0,0,245,Search: 'Incline DB Bench Press Machine form' for technique guidance
590,Rowing Machine (Barbell variation),Back,"Full Body, Cardiovascular",Barbell,Cardio,Advanced,8.5,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Barbell form' for technique guidance
591,Russian Twist (None variation),Obliques,Core,None,Core,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,Lower back disc injury (rotation stress),0,1,158,Search: 'Russian Twist None form' for technique guidance
592,Hammer Curl (Kettlebell variation),Brachialis,"Biceps, Forearm",Kettlebell,Strength,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Kettlebell form' for technique guidance
593,Smith Machine Squat (Dumbbells variation),Quadriceps,"Glutes, Hamstrings",Dumbbells,Strength,Intermediate,6.9,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Dumbbells form' for technique guidance
594,Standing Calf Raise (Resistance Band variation),Gastrocnemius,Soleus,Resistance Band,Strength,Intermediate,3.6,3,8-12,4,6-10,5,4-8,120,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Resistance Band form' for technique guidance
595,Barbell Bench Press (Kettlebell variation),Chest,"Triceps, Front Deltoid",Kettlebell,Strength,Advanced,8.0,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Kettlebell form' for technique guidance
596,Copenhagen Plank (Cable Machine variation),Adductors,Core,Cable Machine,Core,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,Groin injury,0,0,175,Search: 'Copenhagen Plank Cable Machine form' for technique guidance
597,Lat Pulldown (Barbell variation),Lats,"Biceps, Rear Delt",Barbell,Strength,Advanced,5.8,3,8-12,4,6-10,5,4-8,180,Shoulder injury,0,0,192,Search: 'Lat Pulldown Barbell form' for technique guidance
598,Single-Leg Glute Bridge (Barbell variation),Glutes,"Hamstrings, Core",Barbell,Core,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Barbell form' for technique guidance
599,Barbell Curl (None variation),Biceps,Brachialis,None,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,1,122,Search: 'Barbell Curl None form' for technique guidance
600,Dumbbell Fly (Barbell variation),Chest,Front Delt,Barbell,Strength,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff",0,0,158,Search: 'Dumbbell Fly Barbell form' for technique guidance
601,Rear Delt Fly (Machine variation),Rear Delt,Rhomboids,Machine,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,None,0,0,122,Search: 'Rear Delt Fly Machine form' for technique guidance
602,Upright Row (Barbell variation),Traps,Lateral Delt,Barbell,Strength,Advanced,4.8,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Barbell form' for technique guidance
603,Cable Crunch (Kettlebell variation),Abs,Core,Kettlebell,Core,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (avoid spinal flexion),0,0,140,Search: 'Cable Crunch Kettlebell form' for technique guidance
604,Arnold Press (None variation),Shoulders,"Triceps, Chest",None,Strength,Advanced,6.7,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,1,228,Search: 'Arnold Press None form' for technique guidance
605,Romanian Deadlift (Machine variation),Hamstrings,"Glutes, Lower Back",Machine,Strength,Intermediate,7.4,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Hamstring Grade III",0,0,245,Search: 'Romanian Deadlift Machine form' for technique guidance
606,Barbell Back Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Advanced,7.8,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Cable Machine form' for technique guidance
607,Leg Curl (lying) (Cable Machine variation),Hamstrings,Glutes,Cable Machine,Strength,Beginner,4.2,3,8-12,4,6-10,5,4-8,90,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Cable Machine form' for technique guidance
608,Dead Bug (Barbell variation),Core,Hip Flexors,Barbell,Core,Beginner,3.7,3,8-12,4,6-10,5,4-8,90,None (excellent for lower back rehab),0,0,122,Search: 'Dead Bug Barbell form' for technique guidance
609,Leg Press (None variation),Quadriceps,"Glutes, Hamstrings",None,Strength,Beginner,6.8,3,8-12,4,6-10,5,4-8,90,"Knee injury (deep), Lower back disc",0,1,228,Search: 'Leg Press None form' for technique guidance
610,Hanging Leg Raise (Machine variation),Lower Abs,"Hip Flexors, Core",Machine,Core,Advanced,4.8,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Machine form' for technique guidance
611,Incline DB Bench Press (None variation),Upper Chest,"Front Deltoid, Triceps",None,Strength,Advanced,7.1,3,8-12,4,6-10,5,4-8,180,"Shoulder pain, Rotator cuff",0,1,245,Search: 'Incline DB Bench Press None form' for technique guidance
612,Smith Machine Squat (Dumbbells variation),Quadriceps,"Glutes, Hamstrings",Dumbbells,Strength,Advanced,6.6,3,8-12,4,6-10,5,4-8,180,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Dumbbells form' for technique guidance
613,Glute Bridge (Kettlebell variation),Glutes,"Hamstrings, Core",Kettlebell,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Kettlebell form' for technique guidance
614,Push-Up (Cable Machine variation),Chest,"Triceps, Front Delt, Core",Cable Machine,Strength,Advanced,5.0,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Cable Machine form' for technique guidance
615,Barbell Curl (Kettlebell variation),Biceps,Brachialis,Kettlebell,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Kettlebell form' for technique guidance
616,Dumbbell Curl (None variation),Biceps,Brachialis,None,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy",0,1,122,Search: 'Dumbbell Curl None form' for technique guidance
617,Dumbbell Curl (Kettlebell variation),Biceps,Brachialis,Kettlebell,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy",0,0,122,Search: 'Dumbbell Curl Kettlebell form' for technique guidance
618,Wrist Extension (Dumbbells variation),Forearm Ext,None,Dumbbells,Strength,Advanced,2.7,3,8-12,4,6-10,5,4-8,180,Tennis elbow (load carefully),0,0,88,Search: 'Wrist Extension Dumbbells form' for technique guidance
619,Treadmill Running (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Beginner,8.9,3,8-12,4,6-10,5,4-8,90,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Resistance Band form' for technique guidance
620,Romanian Deadlift (Cable Machine variation),Hamstrings,"Glutes, Lower Back",Cable Machine,Strength,Advanced,6.7,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Hamstring Grade III",0,0,245,Search: 'Romanian Deadlift Cable Machine form' for technique guidance
621,Close-Grip Bench Press (None variation),Triceps,"Chest, Front Delt",None,Strength,Advanced,6.4,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Elbow pain",0,1,228,Search: 'Close-Grip Bench Press None form' for technique guidance
622,Barbell Front Squat (None variation),Quadriceps,"Glutes, Upper Back, Core",None,Strength,Intermediate,8.5,3,8-12,4,6-10,5,4-8,120,"Wrist injury, Shoulder pain, Lower back injury",0,1,298,Search: 'Barbell Front Squat None form' for technique guidance
623,Smith Machine Squat (Dumbbells variation),Quadriceps,"Glutes, Hamstrings",Dumbbells,Strength,Beginner,7.3,3,8-12,4,6-10,5,4-8,90,"Knee pain, Lower back injury",0,0,245,Search: 'Smith Machine Squat Dumbbells form' for technique guidance
624,Hip Adduction Machine (Resistance Band variation),Adductors,None,Resistance Band,Strength,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Resistance Band form' for technique guidance
625,Wrist Curl (Cable Machine variation),Forearm Flex,None,Cable Machine,Strength,Intermediate,2.4,3,8-12,4,6-10,5,4-8,120,"Tennis elbow, Carpal tunnel, De Quervain's",0,0,88,Search: 'Wrist Curl Cable Machine form' for technique guidance
626,Cable Crunch (Barbell variation),Abs,Core,Barbell,Core,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,Lower back disc injury (avoid spinal flexion),0,0,140,Search: 'Cable Crunch Barbell form' for technique guidance
627,Swimming (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Beginner,7.4,3,8-12,4,6-10,5,4-8,90,Shoulder injury (use kickboard only),1,0,245,Search: 'Swimming Resistance Band form' for technique guidance
628,Jumping Rope (Dumbbells variation),Calves,"Full Body, Cardiovascular",Dumbbells,Cardio,Advanced,11.2,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Dumbbells form' for technique guidance
629,Seated Cable Row (Cable Machine variation),Lats,"Rhomboids, Biceps, Rear Delt",Cable Machine,Strength,Advanced,6.3,3,8-12,4,6-10,5,4-8,180,Lower back injury (minimal risk),0,0,210,Search: 'Seated Cable Row Cable Machine form' for technique guidance
630,Trap Bar Deadlift (Cable Machine variation),Quadriceps,"Hamstrings, Glutes, Traps",Cable Machine,Strength,Beginner,8.0,3,8-12,4,6-10,5,4-8,90,Lower back injury (minimal risk),0,0,262,Search: 'Trap Bar Deadlift Cable Machine form' for technique guidance
631,Close-Grip Bench Press (None variation),Triceps,"Chest, Front Delt",None,Strength,Intermediate,6.9,3,8-12,4,6-10,5,4-8,120,"Wrist injury, Elbow pain",0,1,228,Search: 'Close-Grip Bench Press None form' for technique guidance
632,Leg Extension (Resistance Band variation),Quadriceps,None,Resistance Band,Strength,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Resistance Band form' for technique guidance
633,Hammer Curl (Cable Machine variation),Brachialis,"Biceps, Forearm",Cable Machine,Strength,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Cable Machine form' for technique guidance
634,Landmine Rotation (Resistance Band variation),Obliques,"Core, Shoulders",Resistance Band,Core,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc",0,0,175,Search: 'Landmine Rotation Resistance Band form' for technique guidance
635,Burpee (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,HIIT,Intermediate,9.1,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Cable Machine form' for technique guidance
636,Leg Curl (lying) (None variation),Hamstrings,Glutes,None,Strength,Intermediate,4.1,3,8-12,4,6-10,5,4-8,120,Hamstring Grade II+ strain,0,1,158,Search: 'Leg Curl (lying) None form' for technique guidance
637,Overhead Tricep Extension (Machine variation),Triceps,None,Machine,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Shoulder injury",0,0,122,Search: 'Overhead Tricep Extension Machine form' for technique guidance
638,Elliptical Trainer (None variation),Full Body,Cardiovascular,None,Cardio,Advanced,6.3,3,8-12,4,6-10,5,4-8,180,None (low impact),1,1,228,Search: 'Elliptical Trainer None form' for technique guidance
639,Cable Lateral Raise (Resistance Band variation),Lateral Delt,Traps,Resistance Band,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Resistance Band form' for technique guidance
640,Push-Up (Dumbbells variation),Chest,"Triceps, Front Delt, Core",Dumbbells,Strength,Beginner,5.3,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Dumbbells form' for technique guidance
641,Burpee (Dumbbells variation),Full Body,Cardiovascular,Dumbbells,HIIT,Intermediate,10.0,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Dumbbells form' for technique guidance
642,Side Plank (Resistance Band variation),Obliques,"Core, Hip Abductors",Resistance Band,Core,Intermediate,4.0,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Wrist pain",0,0,140,Search: 'Side Plank Resistance Band form' for technique guidance
643,Single-Leg Glute Bridge (Machine variation),Glutes,"Hamstrings, Core",Machine,Core,Beginner,4.9,3,8-12,4,6-10,5,4-8,90,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Machine form' for technique guidance
644,Seated Calf Raise (None variation),Soleus,Gastrocnemius,None,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,1,122,Search: 'Seated Calf Raise None form' for technique guidance
645,Plank (Barbell variation),Core,"Shoulders, Glutes",Barbell,Core,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,"Wrist pain (use fist position), Severe lower back pain",0,0,140,Search: 'Plank Barbell form' for technique guidance
646,Mountain Climbers (Cable Machine variation),Core,"Shoulders, Cardiovascular",Cable Machine,HIIT,Advanced,8.6,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Cable Machine form' for technique guidance
647,Tricep Pushdown (cable) (Dumbbells variation),Triceps,None,Dumbbells,Strength,Beginner,3.2,3,8-12,4,6-10,5,4-8,90,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Dumbbells form' for technique guidance
648,Single-Leg Glute Bridge (None variation),Glutes,"Hamstrings, Core",None,Core,Intermediate,4.6,3,8-12,4,6-10,5,4-8,120,Knee injury (modify range),0,1,158,Search: 'Single-Leg Glute Bridge None form' for technique guidance
649,Hip Adduction Machine (Kettlebell variation),Adductors,None,Kettlebell,Strength,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Kettlebell form' for technique guidance
650,Standing Calf Raise (Barbell variation),Gastrocnemius,Soleus,Barbell,Strength,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Barbell form' for technique guidance
651,Standing Calf Raise (Machine variation),Gastrocnemius,Soleus,Machine,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Machine form' for technique guidance
652,Rear Delt Fly (Kettlebell variation),Rear Delt,Rhomboids,Kettlebell,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,None,0,0,122,Search: 'Rear Delt Fly Kettlebell form' for technique guidance
653,Seated Calf Raise (Kettlebell variation),Soleus,Gastrocnemius,Kettlebell,Strength,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,0,122,Search: 'Seated Calf Raise Kettlebell form' for technique guidance
